date,time_slot,depot_name,total_trains_available,trains_in_service,trains_under_maintenance,ready_for_induction,average_turnaround_time_min,energy_consumption_kwh,fault_probability
2025-10-03,15:30:00,Muttom Yard,25,10,2,13,21,369,0.0432
2025-10-03,15:45:00,Aluva Depot,10,4,1,5,24,440,0.0218
2025-10-03,15:45:00,Muttom Yard,25,10,1,14,15,303,0.0314
2025-10-03,16:00:00,Aluva Depot,10,4,1,5,23,205,0.0252
2025-10-03,16:00:00,Muttom Yard,25,10,3,12,16,332,0.0364
2025-10-03,16:15:00,Aluva Depot,10,4,1,5,18,464,0.0179
2025-10-03,16:15:00,Muttom Yard,25,10,2,13,20,486,0.0419
2025-10-03,16:30:00,Aluva Depot,10,4,1,5,24,459,0.0152
2025-10-03,16:30:00,Muttom Yard,25,10,2,13,21,293,0.0122
2025-10-03,16:45:00,Aluva Depot,10,4,1,5,19,329,0.0479
2025-10-03,16:45:00,Muttom Yard,25,10,1,14,20,424,0.0177
2025-10-03,17:00:00,Aluva Depot,10,8,3,0,24,487,0.0326
2025-10-03,17:00:00,Muttom Yard,25,20,3,2,18,295,0.0471
2025-10-03,17:15:00,Aluva Depot,10,8,2,0,24,318,0.0149
2025-10-03,17:15:00,Muttom Yard,25,20,2,3,24,212,0.0352
2025-10-03,17:30:00,Aluva Depot,10,8,2,0,17,270,0.0422
2025-10-03,17:30:00,Muttom Yard,25,20,1,4,22,475,0.0314
2025-10-03,17:45:00,Aluva Depot,10,8,3,0,24,332,0.0106
2025-10-03,17:45:00,Muttom Yard,25,20,2,3,17,336,0.0185
2025-10-03,18:00:00,Aluva Depot,10,8,1,1,20,245,0.0231
2025-10-03,18:00:00,Muttom Yard,25,20,1,4,24,238,0.013
2025-10-03,18:15:00,Aluva Depot,10,8,1,1,21,418,0.0352
2025-10-03,18:15:00,Muttom Yard,25,20,2,3,16,326,0.0312
2025-10-03,18:30:00,Aluva Depot,10,8,1,1,18,440,0.0307
2025-10-03,18:30:00,Muttom Yard,25,20,3,2,18,250,0.0458
2025-10-03,18:45:00,Aluva Depot,10,8,3,0,16,292,0.0184
2025-10-03,18:45:00,Muttom Yard,25,20,3,2,17,207,0.0214
2025-10-03,19:00:00,Aluva Depot,10,8,2,0,22,340,0.0328
2025-10-03,19:00:00,Muttom Yard,25,20,3,2,16,428,0.0161
2025-10-03,19:15:00,Aluva Depot,10,8,2,0,15,208,0.0342
2025-10-03,19:15:00,Muttom Yard,25,20,3,2,16,467,0.0266
2025-10-03,19:30:00,Aluva Depot,10,8,1,1,21,261,0.0129
2025-10-03,19:30:00,Muttom Yard,25,20,2,3,24,467,0.0286
2025-10-03,19:45:00,Aluva Depot,10,8,3,0,23,472,0.0256
2025-10-03,19:45:00,Muttom Yard,25,20,1,4,19,371,0.0441
2025-10-03,20:00:00,Aluva Depot,10,8,3,0,20,206,0.0135
2025-10-03,20:00:00,Muttom Yard,25,20,3,2,18,350,0.0162
2025-10-03,20:15:00,Aluva Depot,10,8,2,0,15,213,0.0432
2025-10-03,20:15:00,Muttom Yard,25,20,2,3,20,380,0.0322
2025-10-03,20:30:00,Aluva Depot,10,8,3,0,16,367,0.021
2025-10-03,20:30:00,Muttom Yard,25,20,3,2,22,253,0.0185
2025-10-03,20:45:00,Aluva Depot,10,8,3,0,24,476,0.0144
2025-10-03,20:45:00,Muttom Yard,25,20,3,2,24,492,0.0184
2025-10-03,21:00:00,Aluva Depot,10,4,3,3,22,242,0.0301
2025-10-03,21:00:00,Muttom Yard,25,10,2,13,23,258,0.0149
2025-10-03,21:15:00,Aluva Depot,10,4,3,3,23,423,0.0413
2025-10-03,21:15:00,Muttom Yard,25,10,1,14,22,224,0.0107
2025-10-03,21:30:00,Aluva Depot,10,4,2,4,18,316,0.0163
2025-10-03,21:30:00,Muttom Yard,25,10,1,14,17,284,0.0475
2025-10-03,21:45:00,Aluva Depot,10,4,2,4,18,471,0.0184
2025-10-03,21:45:00,Muttom Yard,25,10,2,13,19,261,0.0364
2025-10-03,22:00:00,Aluva Depot,10,4,3,3,15,422,0.0384
2025-10-03,22:00:00,Muttom Yard,25,10,2,13,21,496,0.0294
2025-10-03,22:15:00,Aluva Depot,10,4,3,3,18,309,0.0279
2025-10-03,22:15:00,Muttom Yard,25,10,1,14,22,428,0.0303
2025-10-03,22:30:00,Aluva Depot,10,4,2,4,18,212,0.0453
2025-10-03,22:30:00,Muttom Yard,25,10,3,12,17,289,0.0213
2025-10-03,22:45:00,Aluva Depot,10,4,1,5,20,316,0.037
2025-10-03,22:45:00,Muttom Yard,25,10,3,12,24,278,0.0287
2025-10-03,23:00:00,Aluva Depot,10,4,3,3,17,467,0.0374
2025-10-03,23:00:00,Muttom Yard,25,10,3,12,23,448,0.0177
2025-10-04,05:30:00,Aluva Depot,10,4,3,3,18,209,0.0139
2025-10-04,05:30:00,Muttom Yard,25,10,3,12,18,296,0.0318
2025-10-04,05:45:00,Aluva Depot,10,4,3,3,17,212,0.0268
2025-10-04,05:45:00,Muttom Yard,25,10,3,12,21,331,0.0379
2025-10-04,06:00:00,Aluva Depot,10,4,1,5,22,296,0.0233
2025-10-04,06:00:00,Muttom Yard,25,10,3,12,19,418,0.0381
2025-10-04,06:15:00,Aluva Depot,10,4,3,3,16,376,0.032
2025-10-04,06:15:00,Muttom Yard,25,10,1,14,16,452,0.025
2025-10-04,06:30:00,Aluva Depot,10,4,2,4,20,352,0.0237
2025-10-04,06:30:00,Muttom Yard,25,10,3,12,23,358,0.0248
2025-10-04,06:45:00,Aluva Depot,10,4,1,5,18,309,0.0243
2025-10-04,06:45:00,Muttom Yard,25,10,1,14,18,372,0.0277
2025-10-04,07:00:00,Aluva Depot,10,4,3,3,21,373,0.0105
2025-10-04,07:00:00,Muttom Yard,25,10,2,13,22,331,0.0282
2025-10-04,07:15:00,Aluva Depot,10,4,2,4,19,437,0.0109
2025-10-04,07:15:00,Muttom Yard,25,10,1,14,17,256,0.0423
2025-10-04,07:30:00,Aluva Depot,10,4,3,3,20,462,0.0277
2025-10-04,07:30:00,Muttom Yard,25,10,3,12,21,313,0.0134
2025-10-04,07:45:00,Aluva Depot,10,4,2,4,19,419,0.021
2025-10-04,07:45:00,Muttom Yard,25,10,2,13,19,317,0.0421
2025-10-04,08:00:00,Aluva Depot,10,8,3,0,23,249,0.0139
2025-10-04,08:00:00,Muttom Yard,25,20,1,4,18,295,0.0317
2025-10-04,08:15:00,Aluva Depot,10,8,3,0,16,203,0.0218
2025-10-04,08:15:00,Muttom Yard,25,20,1,4,17,299,0.0301
2025-10-04,08:30:00,Aluva Depot,10,8,1,1,21,471,0.016
2025-10-04,08:30:00,Muttom Yard,25,20,1,4,21,292,0.0447
2025-10-04,08:45:00,Aluva Depot,10,8,2,0,20,416,0.0149
2025-10-04,08:45:00,Muttom Yard,25,20,1,4,24,269,0.014
2025-10-04,09:00:00,Aluva Depot,10,8,2,0,23,328,0.0462
2025-10-04,09:00:00,Muttom Yard,25,20,2,3,19,412,0.0275
2025-10-04,09:15:00,Aluva Depot,10,8,1,1,15,262,0.0219
2025-10-04,09:15:00,Muttom Yard,25,20,2,3,18,201,0.0213
2025-10-04,09:30:00,Aluva Depot,10,8,3,0,15,318,0.0374
2025-10-04,09:30:00,Muttom Yard,25,20,1,4,16,440,0.0481
2025-10-04,09:45:00,Aluva Depot,10,8,3,0,18,352,0.0117
2025-10-04,09:45:00,Muttom Yard,25,20,1,4,23,304,0.049
2025-10-04,10:00:00,Aluva Depot,10,8,3,0,24,285,0.0393
2025-10-04,10:00:00,Muttom Yard,25,20,3,2,18,213,0.0184
2025-10-04,10:15:00,Aluva Depot,10,8,3,0,17,306,0.0236
2025-10-04,10:15:00,Muttom Yard,25,20,1,4,18,469,0.0314
2025-10-04,10:30:00,Aluva Depot,10,8,3,0,16,446,0.0497
2025-10-04,10:30:00,Muttom Yard,25,20,1,4,20,291,0.0162
2025-10-04,10:45:00,Aluva Depot,10,8,1,1,15,417,0.0283
2025-10-04,10:45:00,Muttom Yard,25,20,2,3,17,478,0.0383
2025-10-04,11:00:00,Aluva Depot,10,8,3,0,15,313,0.0494
2025-10-04,11:00:00,Muttom Yard,25,20,2,3,24,337,0.0155
2025-10-04,11:15:00,Aluva Depot,10,8,3,0,20,249,0.0452
2025-10-04,11:15:00,Muttom Yard,25,20,3,2,21,334,0.0204
2025-10-04,11:30:00,Aluva Depot,10,8,3,0,21,269,0.0394
2025-10-04,11:30:00,Muttom Yard,25,20,1,4,23,217,0.0486
2025-10-04,11:45:00,Aluva Depot,10,8,1,1,20,379,0.0113
2025-10-04,11:45:00,Muttom Yard,25,20,3,2,16,461,0.0202
2025-10-04,12:00:00,Aluva Depot,10,4,2,4,23,339,0.0474
2025-10-04,12:00:00,Muttom Yard,25,10,1,14,24,362,0.0324
2025-10-04,12:15:00,Aluva Depot,10,4,2,4,24,294,0.0364
2025-10-04,12:15:00,Muttom Yard,25,10,1,14,21,401,0.013
2025-10-04,12:30:00,Aluva Depot,10,4,2,4,24,374,0.0409
2025-10-04,12:30:00,Muttom Yard,25,10,2,13,15,269,0.0457
2025-10-04,12:45:00,Aluva Depot,10,4,3,3,21,468,0.0498
2025-10-04,12:45:00,Muttom Yard,25,10,3,12,15,373,0.0275
2025-10-04,13:00:00,Aluva Depot,10,4,1,5,24,225,0.0242
2025-10-04,13:00:00,Muttom Yard,25,10,3,12,19,250,0.0381
2025-10-04,13:15:00,Aluva Depot,10,4,3,3,16,236,0.0443
2025-10-04,13:15:00,Muttom Yard,25,10,1,14,17,228,0.0229
2025-10-04,13:30:00,Aluva Depot,10,4,1,5,15,422,0.0291
2025-10-04,13:30:00,Muttom Yard,25,10,1,14,18,474,0.0133
2025-10-04,13:45:00,Aluva Depot,10,4,1,5,24,225,0.0373
2025-10-04,13:45:00,Muttom Yard,25,10,3,12,20,387,0.0176
2025-10-04,14:00:00,Aluva Depot,10,4,1,5,16,402,0.021
2025-10-04,14:00:00,Muttom Yard,25,10,1,14,24,362,0.0345
2025-10-04,14:15:00,Aluva Depot,10,4,1,5,23,482,0.0465
2025-10-04,14:15:00,Muttom Yard,25,10,1,14,20,498,0.0286
2025-10-04,14:30:00,Aluva Depot,10,4,2,4,18,356,0.0369
2025-10-04,14:30:00,Muttom Yard,25,10,2,13,23,290,0.0276
2025-10-04,14:45:00,Aluva Depot,10,4,2,4,16,487,0.0337
2025-10-04,14:45:00,Muttom Yard,25,10,1,14,20,465,0.0195
2025-10-04,15:00:00,Aluva Depot,10,4,2,4,23,343,0.0115
2025-10-04,15:00:00,Muttom Yard,25,10,2,13,15,456,0.0264
2025-10-04,15:15:00,Aluva Depot,10,4,2,4,21,289,0.0467
2025-10-04,15:15:00,Muttom Yard,25,10,1,14,24,433,0.0342
2025-10-04,15:30:00,Aluva Depot,10,4,2,4,20,456,0.0228
2025-10-04,15:30:00,Muttom Yard,25,10,2,13,24,419,0.0293
2025-10-04,15:45:00,Aluva Depot,10,4,1,5,17,291,0.0137
2025-10-04,15:45:00,Muttom Yard,25,10,1,14,22,348,0.0205
2025-10-04,16:00:00,Aluva Depot,10,4,3,3,20,404,0.0336
2025-10-04,16:00:00,Muttom Yard,25,10,2,13,19,230,0.0115
2025-10-04,16:15:00,Aluva Depot,10,4,1,5,16,305,0.0232
2025-10-04,16:15:00,Muttom Yard,25,10,2,13,15,303,0.0314
2025-10-04,16:30:00,Aluva Depot,10,4,1,5,21,333,0.0382
2025-10-04,16:30:00,Muttom Yard,25,10,2,13,24,334,0.0367
2025-10-04,16:45:00,Aluva Depot,10,4,1,5,15,366,0.0186
2025-10-04,16:45:00,Muttom Yard,25,10,2,13,21,438,0.0222
2025-10-04,17:00:00,Aluva Depot,10,8,3,0,19,474,0.0281
2025-10-04,17:00:00,Muttom Yard,25,20,3,2,20,230,0.0468
2025-10-04,17:15:00,Aluva Depot,10,8,2,0,16,319,0.0455
2025-10-04,17:15:00,Muttom Yard,25,20,2,3,17,452,0.0442
2025-10-04,17:30:00,Aluva Depot,10,8,2,0,19,246,0.0396
2025-10-04,17:30:00,Muttom Yard,25,20,1,4,21,363,0.0444
2025-10-04,17:45:00,Aluva Depot,10,8,1,1,18,280,0.0221
2025-10-04,17:45:00,Muttom Yard,25,20,1,4,22,376,0.0306
2025-10-04,18:00:00,Aluva Depot,10,8,3,0,17,260,0.0104
2025-10-04,18:00:00,Muttom Yard,25,20,1,4,18,251,0.017
2025-10-04,18:15:00,Aluva Depot,10,8,3,0,21,224,0.0447
2025-10-04,18:15:00,Muttom Yard,25,20,2,3,16,315,0.0488
2025-10-04,18:30:00,Aluva Depot,10,8,1,1,18,474,0.0288
2025-10-04,18:30:00,Muttom Yard,25,20,3,2,15,219,0.011
2025-10-04,18:45:00,Aluva Depot,10,8,1,1,17,302,0.036
2025-10-04,18:45:00,Muttom Yard,25,20,3,2,20,492,0.0127
2025-10-04,19:00:00,Aluva Depot,10,8,1,1,24,384,0.0436
2025-10-04,19:00:00,Muttom Yard,25,20,2,3,22,429,0.0316
2025-10-04,19:15:00,Aluva Depot,10,8,2,0,18,378,0.0196
2025-10-04,19:15:00,Muttom Yard,25,20,3,2,15,202,0.0179
2025-10-04,19:30:00,Aluva Depot,10,8,3,0,18,360,0.0359
2025-10-04,19:30:00,Muttom Yard,25,20,1,4,24,274,0.0295
2025-10-04,19:45:00,Aluva Depot,10,8,3,0,21,410,0.0395
2025-10-04,19:45:00,Muttom Yard,25,20,2,3,21,251,0.0495
2025-10-04,20:00:00,Aluva Depot,10,8,3,0,23,398,0.0118
2025-10-04,20:00:00,Muttom Yard,25,20,2,3,18,457,0.0133
2025-10-04,20:15:00,Aluva Depot,10,8,2,0,24,279,0.0191
2025-10-04,20:15:00,Muttom Yard,25,20,1,4,22,262,0.046
2025-10-04,20:30:00,Aluva Depot,10,8,3,0,15,453,0.037
2025-10-04,20:30:00,Muttom Yard,25,20,3,2,20,417,0.0467
2025-10-04,20:45:00,Aluva Depot,10,8,3,0,19,204,0.0129
2025-10-04,20:45:00,Muttom Yard,25,20,1,4,18,287,0.0313
2025-10-04,21:00:00,Aluva Depot,10,4,3,3,22,466,0.0186
2025-10-04,21:00:00,Muttom Yard,25,10,3,12,21,309,0.0227
2025-10-04,21:15:00,Aluva Depot,10,4,1,5,23,304,0.0108
2025-10-04,21:15:00,Muttom Yard,25,10,3,12,22,321,0.0489
2025-10-04,21:30:00,Aluva Depot,10,4,3,3,24,202,0.0317
2025-10-04,21:30:00,Muttom Yard,25,10,1,14,24,258,0.031
2025-10-04,21:45:00,Aluva Depot,10,4,2,4,19,390,0.0165
2025-10-04,21:45:00,Muttom Yard,25,10,1,14,23,446,0.014
2025-10-04,22:00:00,Aluva Depot,10,4,2,4,23,381,0.0385
2025-10-04,22:00:00,Muttom Yard,25,10,3,12,15,292,0.0263
2025-10-04,22:15:00,Aluva Depot,10,4,1,5,16,489,0.0138
2025-10-04,22:15:00,Muttom Yard,25,10,3,12,19,344,0.015
2025-10-04,22:30:00,Aluva Depot,10,4,3,3,20,307,0.0444
2025-10-04,22:30:00,Muttom Yard,25,10,3,12,18,321,0.0453
2025-10-04,22:45:00,Aluva Depot,10,4,3,3,16,464,0.0265
2025-10-04,22:45:00,Muttom Yard,25,10,2,13,18,227,0.037
2025-10-04,23:00:00,Aluva Depot,10,4,1,5,15,491,0.0401
2025-10-04,23:00:00,Muttom Yard,25,10,3,12,24,345,0.0454
2025-10-05,05:30:00,Aluva Depot,10,4,2,4,19,207,0.0242
2025-10-05,05:30:00,Muttom Yard,25,10,2,13,23,422,0.0148
2025-10-05,05:45:00,Aluva Depot,10,4,3,3,17,408,0.0253
2025-10-05,05:45:00,Muttom Yard,25,10,1,14,16,416,0.0121
2025-10-05,06:00:00,Aluva Depot,10,4,2,4,15,420,0.0371
2025-10-05,06:00:00,Muttom Yard,25,10,2,13,20,468,0.0116
2025-10-05,06:15:00,Aluva Depot,10,4,3,3,21,283,0.0425
2025-10-05,06:15:00,Muttom Yard,25,10,1,14,24,232,0.0208
2025-10-05,06:30:00,Aluva Depot,10,4,2,4,16,259,0.0201
2025-10-05,06:30:00,Muttom Yard,25,10,1,14,22,464,0.0159
2025-10-05,06:45:00,Aluva Depot,10,4,3,3,17,458,0.0352
2025-10-05,06:45:00,Muttom Yard,25,10,2,13,17,243,0.0164
2025-10-05,07:00:00,Aluva Depot,10,4,3,3,24,488,0.0124
2025-10-05,07:00:00,Muttom Yard,25,10,2,13,20,444,0.0315
2025-10-05,07:15:00,Aluva Depot,10,4,2,4,21,450,0.0454
2025-10-05,07:15:00,Muttom Yard,25,10,3,12,20,447,0.0282
2025-10-05,07:30:00,Aluva Depot,10,4,1,5,24,460,0.0195
2025-10-05,07:30:00,Muttom Yard,25,10,1,14,22,389,0.0413
2025-10-05,07:45:00,Aluva Depot,10,4,2,4,20,272,0.0277
2025-10-05,07:45:00,Muttom Yard,25,10,3,12,24,379,0.0232
2025-10-05,08:00:00,Aluva Depot,10,8,1,1,19,305,0.0486
2025-10-05,08:00:00,Muttom Yard,25,20,2,3,18,316,0.0385
2025-10-05,08:15:00,Aluva Depot,10,8,2,0,16,298,0.026
2025-10-05,08:15:00,Muttom Yard,25,20,3,2,17,491,0.0233
2025-10-05,08:30:00,Aluva Depot,10,8,3,0,23,339,0.0186
2025-10-05,08:30:00,Muttom Yard,25,20,3,2,21,455,0.0263
2025-10-05,08:45:00,Aluva Depot,10,8,1,1,24,351,0.0313
2025-10-05,08:45:00,Muttom Yard,25,20,2,3,19,243,0.0492
2025-10-05,09:00:00,Aluva Depot,10,8,3,0,23,269,0.0139
2025-10-05,09:00:00,Muttom Yard,25,20,3,2,18,332,0.0184
2025-10-05,09:15:00,Aluva Depot,10,8,2,0,21,276,0.0146
2025-10-05,09:15:00,Muttom Yard,25,20,3,2,20,414,0.0377
2025-10-05,09:30:00,Aluva Depot,10,8,2,0,18,359,0.0428
2025-10-05,09:30:00,Muttom Yard,25,20,1,4,21,295,0.0147
2025-10-05,09:45:00,Aluva Depot,10,8,3,0,24,449,0.0201
2025-10-05,09:45:00,Muttom Yard,25,20,3,2,20,216,0.017
2025-10-05,10:00:00,Aluva Depot,10,8,2,0,15,470,0.0305
2025-10-05,10:00:00,Muttom Yard,25,20,3,2,21,305,0.0208
2025-10-05,10:15:00,Aluva Depot,10,8,2,0,18,380,0.0287
2025-10-05,10:15:00,Muttom Yard,25,20,3,2,24,363,0.025
2025-10-05,10:30:00,Aluva Depot,10,8,1,1,21,278,0.0441
2025-10-05,10:30:00,Muttom Yard,25,20,1,4,16,457,0.0395
2025-10-05,10:45:00,Aluva Depot,10,8,1,1,22,384,0.0364
2025-10-05,10:45:00,Muttom Yard,25,20,2,3,16,233,0.0344
2025-10-05,11:00:00,Aluva Depot,10,8,3,0,16,330,0.0241
2025-10-05,11:00:00,Muttom Yard,25,20,1,4,21,397,0.0322
2025-10-05,11:15:00,Aluva Depot,10,8,1,1,24,343,0.0297
2025-10-05,11:15:00,Muttom Yard,25,20,2,3,16,375,0.0221
2025-10-05,11:30:00,Aluva Depot,10,8,1,1,19,263,0.0217
2025-10-05,11:30:00,Muttom Yard,25,20,1,4,20,452,0.0393
2025-10-05,11:45:00,Aluva Depot,10,8,3,0,19,406,0.0176
2025-10-05,11:45:00,Muttom Yard,25,20,1,4,23,370,0.0248
2025-10-05,12:00:00,Aluva Depot,10,4,2,4,22,230,0.0179
2025-10-05,12:00:00,Muttom Yard,25,10,3,12,21,339,0.0206
2025-10-05,12:15:00,Aluva Depot,10,4,3,3,23,370,0.0197
2025-10-05,12:15:00,Muttom Yard,25,10,3,12,19,270,0.026
2025-10-05,12:30:00,Aluva Depot,10,4,1,5,23,450,0.0176
2025-10-05,12:30:00,Muttom Yard,25,10,1,14,20,263,0.0303
2025-10-05,12:45:00,Aluva Depot,10,4,2,4,20,402,0.0471
2025-10-05,12:45:00,Muttom Yard,25,10,3,12,18,461,0.0317
2025-10-05,13:00:00,Aluva Depot,10,4,1,5,20,231,0.0283
2025-10-05,13:00:00,Muttom Yard,25,10,2,13,15,327,0.0347
2025-10-05,13:15:00,Aluva Depot,10,4,1,5,16,340,0.0266
2025-10-05,13:15:00,Muttom Yard,25,10,3,12,23,283,0.02
2025-10-05,13:30:00,Aluva Depot,10,4,2,4,24,444,0.0395
2025-10-05,13:30:00,Muttom Yard,25,10,2,13,21,210,0.0347
2025-10-05,13:45:00,Aluva Depot,10,4,1,5,19,427,0.033
2025-10-05,13:45:00,Muttom Yard,25,10,3,12,17,287,0.0163
2025-10-05,14:00:00,Aluva Depot,10,4,3,3,16,266,0.0294
2025-10-05,14:00:00,Muttom Yard,25,10,3,12,16,457,0.0127
2025-10-05,14:15:00,Aluva Depot,10,4,1,5,16,317,0.021
2025-10-05,14:15:00,Muttom Yard,25,10,3,12,23,406,0.0222
2025-10-05,14:30:00,Aluva Depot,10,4,2,4,16,309,0.0252
2025-10-05,14:30:00,Muttom Yard,25,10,1,14,22,459,0.0444
2025-10-05,14:45:00,Aluva Depot,10,4,2,4,19,225,0.0448
2025-10-05,14:45:00,Muttom Yard,25,10,3,12,17,276,0.0158
2025-10-05,15:00:00,Aluva Depot,10,4,2,4,24,359,0.0216
2025-10-05,15:00:00,Muttom Yard,25,10,2,13,20,276,0.0234
2025-10-05,15:15:00,Aluva Depot,10,4,2,4,24,406,0.0128
2025-10-05,15:15:00,Muttom Yard,25,10,2,13,18,459,0.0298
2025-10-05,15:30:00,Aluva Depot,10,4,1,5,18,237,0.034
2025-10-05,15:30:00,Muttom Yard,25,10,1,14,20,376,0.043
2025-10-05,15:45:00,Aluva Depot,10,4,3,3,17,319,0.0329
2025-10-05,15:45:00,Muttom Yard,25,10,1,14,17,225,0.0123
2025-10-05,16:00:00,Aluva Depot,10,4,2,4,17,375,0.0145
2025-10-05,16:00:00,Muttom Yard,25,10,1,14,16,427,0.0131
2025-10-05,16:15:00,Aluva Depot,10,4,1,5,19,357,0.0373
2025-10-05,16:15:00,Muttom Yard,25,10,3,12,24,294,0.0376
2025-10-05,16:30:00,Aluva Depot,10,4,2,4,16,384,0.0341
2025-10-05,16:30:00,Muttom Yard,25,10,2,13,24,300,0.0281
2025-10-05,16:45:00,Aluva Depot,10,4,3,3,23,351,0.0384
2025-10-05,16:45:00,Muttom Yard,25,10,3,12,20,468,0.0156
2025-10-05,17:00:00,Aluva Depot,10,8,2,0,21,266,0.0239
2025-10-05,17:00:00,Muttom Yard,25,20,1,4,19,393,0.0415
2025-10-05,17:15:00,Aluva Depot,10,8,3,0,16,368,0.0281
2025-10-05,17:15:00,Muttom Yard,25,20,3,2,23,418,0.0144
2025-10-05,17:30:00,Aluva Depot,10,8,2,0,16,400,0.0356
2025-10-05,17:30:00,Muttom Yard,25,20,2,3,21,357,0.0123
2025-10-05,17:45:00,Aluva Depot,10,8,1,1,17,358,0.0149
2025-10-05,17:45:00,Muttom Yard,25,20,2,3,23,219,0.0252
2025-10-05,18:00:00,Aluva Depot,10,8,3,0,24,246,0.0452
2025-10-05,18:00:00,Muttom Yard,25,20,3,2,17,400,0.0141
2025-10-05,18:15:00,Aluva Depot,10,8,3,0,18,335,0.0468
2025-10-05,18:15:00,Muttom Yard,25,20,1,4,20,467,0.0111
2025-10-05,18:30:00,Aluva Depot,10,8,1,1,17,372,0.0109
2025-10-05,18:30:00,Muttom Yard,25,20,2,3,21,231,0.0292
2025-10-05,18:45:00,Aluva Depot,10,8,2,0,17,289,0.0274
2025-10-05,18:45:00,Muttom Yard,25,20,1,4,23,229,0.0332
2025-10-05,19:00:00,Aluva Depot,10,8,2,0,15,422,0.0239
2025-10-05,19:00:00,Muttom Yard,25,20,3,2,19,205,0.0196
2025-10-05,19:15:00,Aluva Depot,10,8,2,0,18,311,0.0478
2025-10-05,19:15:00,Muttom Yard,25,20,2,3,24,220,0.0279
2025-10-05,19:30:00,Aluva Depot,10,8,2,0,17,290,0.015
2025-10-05,19:30:00,Muttom Yard,25,20,1,4,21,251,0.0386
2025-10-05,19:45:00,Aluva Depot,10,8,2,0,21,445,0.0319
2025-10-05,19:45:00,Muttom Yard,25,20,3,2,17,318,0.0367
2025-10-05,20:00:00,Aluva Depot,10,8,2,0,24,205,0.0458
2025-10-05,20:00:00,Muttom Yard,25,20,3,2,21,318,0.0176
2025-10-05,20:15:00,Aluva Depot,10,8,2,0,17,330,0.0118
2025-10-05,20:15:00,Muttom Yard,25,20,3,2,23,418,0.0467
2025-10-05,20:30:00,Aluva Depot,10,8,1,1,16,453,0.0242
2025-10-05,20:30:00,Muttom Yard,25,20,2,3,17,425,0.0104
2025-10-05,20:45:00,Aluva Depot,10,8,2,0,15,398,0.0129
2025-10-05,20:45:00,Muttom Yard,25,20,1,4,15,354,0.05
2025-10-05,21:00:00,Aluva Depot,10,4,3,3,21,207,0.0104
2025-10-05,21:00:00,Muttom Yard,25,10,1,14,20,394,0.0344
2025-10-05,21:15:00,Aluva Depot,10,4,1,5,16,346,0.0482
2025-10-05,21:15:00,Muttom Yard,25,10,2,13,18,330,0.0414
2025-10-05,21:30:00,Aluva Depot,10,4,3,3,17,446,0.034
2025-10-05,21:30:00,Muttom Yard,25,10,2,13,21,221,0.018
2025-10-05,21:45:00,Aluva Depot,10,4,3,3,16,314,0.0488
2025-10-05,21:45:00,Muttom Yard,25,10,1,14,18,485,0.0304
2025-10-05,22:00:00,Aluva Depot,10,4,1,5,21,282,0.0308
2025-10-05,22:00:00,Muttom Yard,25,10,3,12,16,211,0.0128
2025-10-05,22:15:00,Aluva Depot,10,4,3,3,15,491,0.046
2025-10-05,22:15:00,Muttom Yard,25,10,3,12,21,478,0.0159
2025-10-05,22:30:00,Aluva Depot,10,4,3,3,23,464,0.0263
2025-10-05,22:30:00,Muttom Yard,25,10,1,14,19,483,0.015
2025-10-05,22:45:00,Aluva Depot,10,4,2,4,21,418,0.0467
2025-10-05,22:45:00,Muttom Yard,25,10,2,13,19,408,0.0322
2025-10-05,23:00:00,Aluva Depot,10,4,2,4,15,337,0.0237
2025-10-05,23:00:00,Muttom Yard,25,10,1,14,19,449,0.0342
2025-10-06,05:30:00,Aluva Depot,10,4,3,3,22,304,0.0212
2025-10-06,05:30:00,Muttom Yard,25,10,1,14,23,462,0.0281
2025-10-06,05:45:00,Aluva Depot,10,4,1,5,23,304,0.0195
2025-10-06,05:45:00,Muttom Yard,25,10,1,14,16,355,0.0176
2025-10-06,06:00:00,Aluva Depot,10,4,1,5,19,331,0.0125
2025-10-06,06:00:00,Muttom Yard,25,10,2,13,18,364,0.0493
2025-10-06,06:15:00,Aluva Depot,10,4,2,4,16,202,0.0129
2025-10-06,06:15:00,Muttom Yard,25,10,1,14,16,472,0.0333
2025-10-06,06:30:00,Aluva Depot,10,4,3,3,23,285,0.0495
2025-10-06,06:30:00,Muttom Yard,25,10,2,13,20,498,0.0451
2025-10-06,06:45:00,Aluva Depot,10,4,1,5,17,314,0.0158
2025-10-06,06:45:00,Muttom Yard,25,10,1,14,18,297,0.0276
2025-10-06,07:00:00,Aluva Depot,10,4,1,5,15,211,0.0131
2025-10-06,07:00:00,Muttom Yard,25,10,1,14,23,468,0.0167
2025-10-06,07:15:00,Aluva Depot,10,4,1,5,17,283,0.0261
2025-10-06,07:15:00,Muttom Yard,25,10,3,12,23,352,0.0166
2025-10-06,07:30:00,Aluva Depot,10,4,3,3,24,342,0.0189
2025-10-06,07:30:00,Muttom Yard,25,10,3,12,18,448,0.0389
2025-10-06,07:45:00,Aluva Depot,10,4,2,4,19,278,0.0487
2025-10-06,07:45:00,Muttom Yard,25,10,1,14,23,387,0.0454
2025-10-06,08:00:00,Aluva Depot,10,8,3,0,19,253,0.0312
2025-10-06,08:00:00,Muttom Yard,25,20,1,4,24,201,0.0309
